episodes,success_rate,collision_rate,impossible_recall,false_impossible_rate,feasibility_accuracy,success_rate_feasible_levels,avg_episode_length,avg_min_clearance,feasible_n,feasible_solved_rate,rotation_required_n,rotation_required_solved_rate,impossible_n,impossible_solved_rate
30,0.8667,0.0,1.0,0.0,1.0,1.0,27.57,0.0826,10,1.0,16,1.0,4,1.0
