episodes,success_rate,collision_rate,impossible_recall,false_impossible_rate,feasibility_accuracy,success_rate_feasible_levels,avg_episode_length,avg_min_clearance,feasible_n,feasible_solved_rate,rotation_required_n,rotation_required_solved_rate,impossible_n,impossible_solved_rate
30,0.1333,0.1667,1.0,0.0,1.0,0.2,50.53,0.3192,10,0.4,10,0.0,10,1.0
