episodes,success_rate,collision_rate,impossible_recall,false_impossible_rate,feasibility_accuracy,success_rate_feasible_levels,avg_episode_length,avg_min_clearance,feasible_n,feasible_solved_rate,rotation_required_n,rotation_required_solved_rate,impossible_n,impossible_solved_rate
12,0.0,1.0,0.0,0.0,0.8333,0.0,9.67,-0.0283,4,0.0,6,0.0,2,0.0
